video_id,author,comment_text,label_ultimate,reason_ultimate,published_at,like_count,label_confidence,label_category,promotion_score,education_score
R-qlSVSdea0,@AuliaDara-p6t,se tiap kali aku menang besar pesiar88,bukan,pattern_detected:pesiar88,4/23/25 10:41,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@AjengFita-z6r,udh daptar cara dapetin skater hitam gimana pesiar88,bukan,pattern_detected:pesiar88,4/23/25 10:41,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@AdilaKurniasih-p9j,hasil dari pesiar88 se lalu buat saya bangga saya bisa alih dari tukang koran jadi bos warung,bukan,pattern_detected:pesiar88,4/23/25 10:41,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@AmbarwatiDesti,yang like saya doain menang main pesiar88,bukan,pattern_detected:pesiar88,4/23/25 10:41,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@AcihAndina,hasil dari pesiar88 se lalu buat saya bangga saya bisa alih dari tukang koran jadi bos warung,bukan,pattern_detected:pesiar88,4/23/25 10:41,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@jordangultom2406,judi susah berantas mulai dari jaman dulu legal atau tidak legal judi se lalu ada lebih baik tertib saja legal akan jadi pasu negara pajak judi pajak rokok miras buat tinggi saja ini memang agak laen tapi bagaimana lagi judol lari sama bandar saja tdk ada buat negara padahal ini uang besar mksh,bukan,"pattern_detected:judi,judi,judi",4/11/25 8:44,0,0.6,ambiguous,1,0
R-qlSVSdea0,@TunggulpardosiQ,coba cek status aplikasi slot intan 777 apa benar atau tipu,bukan,strong_brand:slot,4/7/25 14:12,0,0.6,ambiguous,1,0
R-qlSVSdea0,@CARIDIGOOGLEDUEL77-t8n,se mua gantung hoki,bukan,strong_brand:hoki,4/6/25 11:59,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Andrea-x3w7y,siapa yang mau bikin hari ini lebih seru yuk ngobrol arch q holywin99 bonus tagayu sabayugo,bukan,strong_brand:win,4/6/25 4:27,0,0.9,no_judi_terms,3,0
R-qlSVSdea0,@Andrea-x3w7y,siapa yang ken ngobrol apa aja arch qscbd88 bola toriwe ramovitu,bukan,pattern_detected:qscbd88,4/6/25 4:25,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@SuprinNasution,yang penting gak rugi orang lain main judi pakai uang se ndiri daripada koruptor,bukan,pattern_detected:judi,4/2/25 14:19,0,0.9,no_judi_terms,0,3
R-qlSVSdea0,@eeliansyaheeliansyah8838,judi jujur larang,bukan,pattern_detected:judi,4/2/25 10:48,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@mr_amieee.01,mbak4d2 peduli dengan kita jangan lupa daftar coba se karang,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:52,0,0.9,no_judi_terms,0,1
R-qlSVSdea0,@JITHU_CHANNEL,hidup adalah pilih tika pilih kita tepat se mua akan jadi pilih mbak4d2 emank baik se panjang masa,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:52,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@basantamajhi4465,hadiah tarik mbak4d2 bonus besar hanya untuk,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:52,0,0.9,no_judi_terms,3,0
R-qlSVSdea0,@PritiShebe,upload konten tarik mbak4d2 se lalu exclusive demi warga indonesia se lalu se tia main,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:47,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Pokeetric1234,gabung takluk dunia virtual sama mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:47,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@meena-baghel-t6w,perlu coba daftar mbak4d2 jika emank bukti saya rekomendasi komunitas,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:47,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@KundanKumar-vi8xn,tempat resmi percaya sudah coba belum pasti percaya se telah daftar mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:43,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@krupal_sodha_143,hari ini dapat rejeki besar darimbak4d2 se nang banget rasa,bukan,"pattern_detected:darimbak4d,darimbak4d",3/29/25 4:39,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@staropgammer,hasil mbak4d2 bantu banyak warga indonesia karena itu saya se tia terus main se umur hidup,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:39,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@evilsonyt,rekomendasi konten exclusive tarik bagai promo bonus besar besar tentu saja siapa lagi kalau bukan mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:38,0,0.9,no_judi_terms,5,0
R-qlSVSdea0,@hotdriver01,jadi legenda dunia gamembak4d2 main se karang,bukan,"pattern_detected:gamembak4d,gamembak4d",3/29/25 4:38,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@pravatipalma7497,skill atau untung bukti sinimbak4d2,bukan,"pattern_detected:sinimbak4d,sinimbak4d",3/29/25 4:32,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@joginderchothri1390,main game dapat hadiah tarik se tiap harimbak4d2,bukan,"pattern_detected:harimbak4d,harimbak4d",3/29/25 4:32,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Sumantanish,dunia game indonesia makin ramai gabung se karang mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:32,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@AnimeDose-T,hidup adalah pilih tika pilih kita tepat se mua akan jadi pilih mbak4d2 emank baik se panjang masa,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:32,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@vijuanisha2141,ayo login hadiah darimbak4d2 spesial tunggu,bukan,"pattern_detected:darimbak4d,darimbak4d",3/29/25 4:30,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@bhaskarbhuarya778,update baru mbak4d2 sudah jadi nomor 1 pusat game online indonesia terima kasih warga indonesia atas supportnya,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:30,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Prince36944,rekomendasi konten exclusive tarik bagai promo bonus besar besar tentu saja siapa lagi kalau bukan mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:29,0,0.9,no_judi_terms,5,0
R-qlSVSdea0,@parboti4505,respect dengan mbak4d2 tidak pernah cewain se lama main sini emank terbaikk mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d,mbak4d",3/29/25 4:29,113,0.9,no_judi_terms,0,0
R-qlSVSdea0,@ArmanKhan-ri2if,terima kasih mbak4d2 sudah upload konten se moga berkah se lalu,bukan,strong_brand:berkah,3/29/25 4:29,107,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Vikash_life.01234,luar biasa kreatif konten mbak4d2 ayuk buru daftar karena hari ini lagi bagi rejeki se luruh indonesia,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:27,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@pritamsinghpinkey6546,iklan mbak4d2 lagi viral mana karena banyak dapat promo tarik event besar,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:25,0,0.9,no_judi_terms,2,0
R-qlSVSdea0,@Sudiptadas849,undang teman mainmbak4d2 dapat bonus eksklusif se umur hidup,bukan,"pattern_detected:mainmbak4d,mainmbak4d",3/29/25 4:23,0,0.9,no_judi_terms,3,0
R-qlSVSdea0,@rakeshahir445,suka banget mainmbak4d2 beri jalan saya lebih cerah punya masa depan cermelang,bukan,"pattern_detected:mainmbak4d,mainmbak4d",3/29/25 4:21,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@krishna_verma245,ubur ubur ikan lelembak4d2 se lalu depan nomor satu indonesia,bukan,"pattern_detected:lelembak4d,lelembak4d",3/29/25 4:21,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@kalyaniani4605,terima kasiih warga indonesia sudah voting mbak4d2 jadi pilih brand nomor satu indonesia,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:21,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@KartikBharat,jangan lupa sosok mbak4d2 sudah bukti viral beri banyak bantu rejeki indonesia,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:21,0,0.9,no_judi_terms,0,1
R-qlSVSdea0,@nileshyadav8869,raih menang sama mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:16,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@FF__GOD__360,se lama mainmbak4d2 emank bukti percaya banget,bukan,"pattern_detected:mainmbak4d,mainmbak4d",3/29/25 4:14,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@satybratabehera8543,luar biasa konten bukan dapat rejeki aja sini mantap terima kasih atas support mbak4d2 se lama ini,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:14,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@pratibapradhan9206,sukses terus mbak4d2 se tiap konten tarik buat betah sini dapat rejeki mainmbak4d2 se lalu lancar,bukan,"pattern_detected:mbak4d,mainmbak4d,mbak4d",3/29/25 4:12,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Tejas_99_yt,ayo login akunmbak4d2 klaim hadiah hari,bukan,"pattern_detected:akunmbak4d,akunmbak4d",3/29/25 4:12,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@rkmubarakail4068,lagi rame nih koment bahas mbak4d2 viral terus karena upload konten tarik,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:12,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Remanshu223,sangat ren raih menang besar mbak4d2 langsung libur dengan luarga,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:09,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@SomG-d9e,mbak4d2 tempat game baik tahun ini sudah coba,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:07,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@navitamodi,komitmen mbak4d2 adalah jaga langgan beri banyak manfaat masyarakat indonesia,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:07,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@YTV-302,alhamdullilah se telah mainmbak4d2 bisa umroh kan luarga terima kasih mbak4d2 atas rejekinya,bukan,"pattern_detected:mainmbak4d,mbak4d,mainmbak4d",3/29/25 4:07,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@LukeyVermadonVerma,se suai butuh masyarakat indonesia mbak4d2 sedia banyak promo tarik khusus hari ini,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:07,0,0.9,no_judi_terms,2,0
R-qlSVSdea0,@ShaileshJamnik-bq4pb,bagi rejeki se tiap hari siapa lagi kalau bukan mbak4d2 gabung rasa hasil,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 4:07,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@shankaryaadav3750,konten se lalu positif darimbak4d2 beri banyak inspirasi warga indonesia,bukan,"pattern_detected:darimbak4d,darimbak4d",3/29/25 3:58,125,0.9,no_judi_terms,0,0
R-qlSVSdea0,@saiharshith6473,mbak4d2 game baik indonesia main jadi menang banyak,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 3:58,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@mdsonu4763,mana ada konten tarik situ adambak4d2 bagi rejeki,bukan,"pattern_detected:adambak4d,adambak4d",3/29/25 3:58,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@arabindaroy-pl7ei,pertama kali daftar sudah menang mbak4d2 terima kasih rejekinya mbak4d2,bukan,"pattern_detected:mbak4d,mbak4d,mbak4d",3/29/25 3:58,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@bidyutprava8563,orang bijak pasti pilih mbak4d2 karena hanya mbak4d2 kita dapat jalan masa depan lebih pasti,bukan,"pattern_detected:mbak4d,mbak4d,mbak4d",3/29/25 3:56,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@DipaliBag-t6t,teima kasih mbak4d2 konsisten upload konten tarik se lalu update bonus promo besar besar,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 3:56,0,0.9,no_judi_terms,5,0
R-qlSVSdea0,@ashoksankpal4082,ayo login hadiah darimbak4d2 spesial tunggu,bukan,"pattern_detected:darimbak4d,darimbak4d",3/29/25 3:56,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@kunjbiharipainkra4178,untung darimbak4d2 beri menang tanpa hambat,bukan,"pattern_detected:darimbak4d,darimbak4d",3/29/25 3:56,0,0.9,no_judi_terms,2,0
R-qlSVSdea0,@SONUKUMAR-bm4zj,terima kasih warga indonesia sudah pilih mbak4d2 kami janji akan terus update promo baik besar se indonesia,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 3:45,0,0.9,no_judi_terms,2,0
R-qlSVSdea0,@DevrajGurjar-ww2zk,event eksklusif mbak4d2 nanti jangan sampai tinggal,bukan,"pattern_detected:mbak4d,mbak4d",3/29/25 3:31,0,0.9,no_judi_terms,0,1
R-qlSVSdea0,@ajygl2002,yuk main situs glowin88 jamin auto rungkad,bukan,strong_brand:win,3/28/25 21:51,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@memenujang4359,judi terus pasti mati sama tukang tipu,bukan,pattern_detected:judi,3/28/25 14:50,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@user-e8l2b,islam haram judi tp ya gitu deh orang d kampung q ttp aja ikut judol yg ada larang aja d tabrak apalagi klw ga ada larang,bukan,pattern_detected:judi,3/27/25 20:10,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@MatRin-m1s,jangan main situs slot harta 138 wd ga bayar,bukan,strong_brand:slot,3/27/25 7:32,0,0.85,educational_content,1,3
R-qlSVSdea0,@ditayaumiwahida,nih orang beneran mabok judi apa gimana ga jelas tapi se ring banget undang podcast mana bet 600k 1jt sampe habis aset miliar kok rekor tinggi jp cuman 340jt makin se ring tampil podcast se makin nglantur cerita tawain main judol beneran boss,bukan,pattern_detected:judi,3/26/25 21:29,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@tetiy9842,kalau turut saya orang laku judi sudah jelas kurang iman,bukan,pattern_detected:judi,3/26/25 11:35,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@SurastiniTini,judi slot emng resah,bukan,strong_brand:slot,3/23/25 17:05,0,0.6,ambiguous,1,0
R-qlSVSdea0,@MaimunahMaimunah-g8z,pusatwin situs yang gak pernah bikin saya cewa menang besar dalam judi adalah henti,bukan,strong_brand:win,3/22/25 10:52,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@Kinghan.11,malaysia padahal negara islam tapi ada yg penting diri se ndiri mau ngak main judi atau ngak judi hanya utk yg punya uang byk kalau bilang haram ya pasti tapi nyata lebih parah koruptor korupsi lebih dari ribu triliyun sikat,bukan,"pattern_detected:judi,judi",3/11/25 13:56,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@PangestuAji-n5f,gokil sih main rtpwin baru se bentar udah cuan gede langsung auto balik besok lagi,bukan,strong_brand:win,2/27/25 8:01,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@PangestuAji-n5f,santai aja main rtpwin pasti happy udah gacir menang bikin se nyum lebar,bukan,strong_brand:win,2/27/25 8:01,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@ivoneMennis-k9e,h0k1 maksimal m4in sor76 terus,bukan,pattern_detected:sor76,2/27/25 5:12,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@jacintopetkov-w1l,h0k1 terus menang terus sor76,bukan,pattern_detected:sor76,2/27/25 5:12,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@iwamaKrappen-k8w,m4in terus sor76 h0k1 gak putus,bukan,pattern_detected:sor76,2/27/25 5:10,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@jacksavanza-d7t,gacor terus menang g3d3 sor76,bukan,pattern_detected:sor76,2/27/25 5:10,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@J.MurphyParmar-m7h,m4in sor76 menang g3d3 terus,bukan,pattern_detected:sor76,2/27/25 5:10,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@Iwrightsaavare-w2c,m4in terus sor76 h0k1 makin g3d3,bukan,pattern_detected:sor76,2/27/25 5:10,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@ivonefegabo-r1v,untung adasor76 yang lain masih bingung gimana cara menang kasi,bukan,pattern_detected:adasor76,2/27/25 5:10,0,0.9,no_judi_terms,2,0
R-qlSVSdea0,@IwardMarti-b7r,m4in sor76 j4ckp0t datang untun,bukan,pattern_detected:sor76,2/27/25 5:10,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@IworqKumar-g9d,m4in sor76 j4ckp0t datang terus terus yang lain masih sibuk cari trik yang nggak ada,bukan,pattern_detected:sor76,2/27/25 5:08,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@wawanhermawan8304,nyari duit susah gaji keluar gk imbang liat kasus korup raja lela mending nyari aman toh mau judi mau egk susah susah se ndiri,bukan,pattern_detected:judi,2/6/25 21:06,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@dimaspermana420,itu napa slot itu jadi juday kasta rendah saya main juday mulai dr ofline face to face smpe online nal judol 2018 tapi gak pernah saya mau slot krna apa gak ada greget gak ada se nsasi gak ada nyali cumaspin2 kek anak tk,bukan,strong_brand:slot,2/3/25 18:47,2,0.6,ambiguous,1,0
R-qlSVSdea0,@vukinvukin-b1r,buat yang belum pernah maxwin coba main sini generasi88,bukan,strong_brand:win,2/3/25 15:58,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@BarsinahCs,dulu pernah sih coba modal 100k kali kali kalah suatu saat gua langsung depo 800k dri bonus to gua main live se kitar 4h tembus 36jt se telah dari menang itu gua main crit pass candu swkali dapetnya langsung rungkat turun kalou udh kasih maka henti,bukan,"multiple_transaction:2(bonus,modal)",2/3/25 1:54,0,0.9,no_judi_terms,4,0
R-qlSVSdea0,@antoniusstanley1366,mesin judi offline aja udah bs akalin apalagi online lbh gampang oprek qkkwkwkkw krn dalam rupa game kodingannya bs ganti se gampang itu,bukan,pattern_detected:judi,1/31/25 22:02,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@Hadie106,faktor kalah dalam judi kita laku,bukan,pattern_detected:judi,1/31/25 7:48,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@JapWie-ze5xx,aparat hukum sama sekali4d nga mampu tangkap bandar hanya bisa peras main saja,bukan,strong_brand:sekali4d,1/27/25 15:17,0,0.6,ambiguous,1,0
R-qlSVSdea0,@chandra_kraftheinz8879,stop judi cuma angan2 jd orang kaya,bukan,pattern_detected:judi,1/27/25 10:59,11,0.9,no_judi_terms,0,3
R-qlSVSdea0,@RintanPermata-f4f,judi online salah satu jajah dunia cara cangih,bukan,pattern_detected:judi,1/19/25 21:31,0,0.6,ambiguous,1,0
R-qlSVSdea0,@maskermedismccons3090,main kutuk adalah judi online jauh main ini se mua gan yang ada ringkas bundir lilit hutang,bukan,pattern_detected:judi,1/17/25 0:42,0,0.6,ambiguous,1,0
R-qlSVSdea0,@PrasetyaSuputra,dulu pas jadi karyawan buruh swasta gaji 17 jt bulan agak sombong beli macem2 main slot sambil rokoan dll se karang phk ga punya apa2,bukan,strong_brand:slot,1/15/25 15:29,15,0.6,ambiguous,1,0
R-qlSVSdea0,@OppoAs-si3ds,judi itu untung rugi banyak rugi dari pd untung mending buat makan aja duit sama beli rokok kiw,bukan,pattern_detected:judi,1/9/25 0:27,0,0.9,no_judi_terms,1,3
R-qlSVSdea0,@aminnurakbar-uq2kg,ingat ya se tiap player yg main mereka punya database orang yg buat mereka akurat dalam cuci otak raup untung maknnya se karang udah ada situs judi aplikasi yang cuma butuh pake nomor hp aja itu untuk labuh pikir kalian mereka tau player pasti berfikir jangan salah ya tetap mereka lihat history gp anda temu nama akun rekening anda tau itu anda tau psikologis anda daan lancar mereka main anda lagi harus stop kawan coba yg udah jadi korban se perti saya jelas smuanya agar player2 dengan database baru korban baru bandar kena sasar please,bukan,pattern_detected:judi,1/3/25 9:24,0,0.85,educational_content,3,6
R-qlSVSdea0,@EndangSuwarsih-s1z,saya sangat syukur pada alloh se andai slot bersih dari indonesia sy coba maukalahkan beberapa ribu pg sof wah bner asa se ting bukan tangkas pola2 itu nonsen buattmen2 ayo awal dari hati nurani yg sayang luarga se gera henti,bukan,strong_brand:slot,12/30/24 12:27,1,0.6,ambiguous,1,0
R-qlSVSdea0,@putratampubolon923,bca hari ini balik 10rb sama aja judi,bukan,pattern_detected:judi,12/24/24 18:17,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@awarsall6627,tempat saya ini nama tipu bukan slot game uras harta,bukan,strong_brand:slot,12/14/24 17:33,0,0.6,ambiguous,1,0
R-qlSVSdea0,@NasrulHafiz02,jangan main judi lingkup masa depan kalian slot memang bangsat habis duit,bukan,strong_brand:slot,12/10/24 13:38,0,0.85,educational_content,1,3
R-qlSVSdea0,@najwanaylaa,aku bener ga respect sama orang yang main judi online,bukan,pattern_detected:judi,12/19/23 1:07,0,0.6,ambiguous,1,0
R-qlSVSdea0,@ggbb056,sekali4d menang bakal terus terusaann nyoba lgi itu prinsip warga konohaa yg gila uang,bukan,strong_brand:sekali4d,11/29/23 13:02,26,0.9,no_judi_terms,1,0
R-qlSVSdea0,@ggbb056,kakek zeus be like v wah wahh bisnis bahas,bukan,strong_brand:zeus,11/29/23 13:00,3,0.9,no_judi_terms,0,0
R-qlSVSdea0,@mabdifadillah564,trading masuk judi gak se rius nanya,bukan,pattern_detected:judi,11/24/23 10:43,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@wulansputeri,bahh bodoh kali yg pada main judi smpe wasting se banyak itu,bukan,pattern_detected:judi,11/16/23 6:51,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@cinaaktv6580,kak kalo forex itu masuk judi bukan ya,bukan,pattern_detected:judi,11/15/23 8:39,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@toolongtime5504,ojk tidak perlu susah2 jar2 judi yg harus jar google play denda saja se besar2nya biar mampus itu google,bukan,pattern_detected:judi,11/14/23 4:16,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@anizzsuranizz3290,kalo judi bola taruh ama temen masuk judi ya,bukan,"pattern_detected:judi,judi",11/7/23 23:26,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@ichadhake784,udah miskin judi lagi,bukan,pattern_detected:judi,11/7/23 5:23,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@charliechan8541,tidak akan bongkar ato lenyap masalah judi indo lho koq bisa,bukan,pattern_detected:judi,11/7/23 2:32,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@fabriziomirzaalvaro3506,saat lihat tukang goreng punya hibur slot kolega situ saya kata dlm hati terus kawan mimpi begitu indah dia gak tahu klo lgi bodoh2 i sama orang terus bodoh jangan ubah,bukan,strong_brand:slot,11/4/23 8:46,0,0.6,ambiguous,1,1
R-qlSVSdea0,@deanrizky1080,napa ya negara kita ga damai dgn itu mending usaha judi itu legalin kasi regulasi yg tat buat nyaring main kalo udah legal regulasi jelas tat pasti jumlah main akan turun dengan se ndirinya suruh mereka buka kantor indo dgn awasin pihak tentu uang bakal balik lagi negara lalu pajak nyaring tenaga rja juga ujung dari pada berantas tapi ga niat gin,bukan,pattern_detected:judi,11/4/23 8:32,4,0.9,no_judi_terms,0,0
R-qlSVSdea0,@kresk777,judi itu menang belum tentu kalah sudah pasti,bukan,pattern_detected:judi,11/3/23 23:35,1,0.9,no_judi_terms,1,0
R-qlSVSdea0,@rinamasfufah8091,pke ilmu hoki se umur hidup,bukan,strong_brand:hoki,11/2/23 6:04,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@21vendetta71,bener jga se telah aplikasi apps trading skg trend apps judi mindset org sini main judi harap menang bin kaya padahal org2 elit yg maen judi macau atau vegas ya cma se dar refreshing atau hibur kalo kalah ya udah kalo menang ya syukur dapet tambah duit lumayan,bukan,"pattern_detected:judi,judi,judi",11/1/23 2:46,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@nanas2968,nama judi ya untung an kalo pake strategi nama investasi saham hehehe,bukan,pattern_detected:judi,10/29/23 12:45,0,0.9,no_judi_terms,1,0
R-qlSVSdea0,@dikarudyarsono8477,opini pribadi faktor tinggi tingkat judi online indonesia karena 1 dapat kapita yg masih rendah 2 iring harga butuh hidup yg se makin tingkat 3 stress tekan hidup yg tinggi se hingga butuh yg nama hibur instant dopamine 4 lingkung se kitar juga main judi online 5 ingin rubah kondisi ekonomi uang se cara non effort instant se lama 5 faktor itu belum baik maka rakyat akan cari jalan nyaman se ndiri meski tau itu resiko tapi masih gantung pada peluang cmiiw gan,bukan,"pattern_detected:judi,judi",10/29/23 10:05,202,0.6,ambiguous,1,0
R-qlSVSdea0,@porgamer9t99yt8,percuma sih kita ngelarang toh endingnya kita nggak punya solusi sedia lapang rja juga lebih minim banding jakarta jadi gue masih nggak ambil tindak tika temen gua doyan main squad777,bukan,strong_brand:mini,10/28/23 9:06,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@webseries6062,rugi negara bukan se penuh salah judi online pasti ada konspirasi dalam yang se ngaja buat agar publik percaya sampai se karang gue diam aja lihat temen gua main squad777,bukan,"pattern_detected:squad777,judi",10/28/23 9:06,0,0.85,educational_content,1,3
R-qlSVSdea0,@Subsub-ij7ym,gue kira fenomena judi online ini adalah sebab lowong kerja tidak rata se luruh indonesia alias numpuk jakarta aja,bukan,pattern_detected:judi,10/28/23 9:06,5,0.6,ambiguous,1,0
R-qlSVSdea0,@paisekiduniya3168,gue udah males mikir sih apalagi temen temn gua pada banyak yang main squad777,bukan,pattern_detected:squad777,10/28/23 9:06,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@AZEEDFQSDF,jujur gue agak se wot sih lihat teteangga gue gelimang harta gara langgan main squad777,bukan,pattern_detected:squad777,10/28/23 9:06,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@24k_vibezz33,gue nggak punya solusi sih se kali gue tau temen gua banyak yang main squad777,bukan,pattern_detected:squad777,10/28/23 9:06,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@slotarslan3476,se kali ada yang bilang se ttingan nyata temen gue malah gelimang harta gara se ring main squad777,bukan,pattern_detected:squad777,10/28/23 9:06,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@seemon1982,kita se lalu nyebut judi online rugi negara tapi pernah pikir berapa kali negara rugi rakyat wajar aja sih banyak yang main squad777 karena ndala ekonomi,bukan,"pattern_detected:squad777,judi",10/28/23 9:06,1,0.85,educational_content,1,3
R-qlSVSdea0,@9.T,gue se ring tuh nemu orang nongkrong sambil main squad777,bukan,pattern_detected:squad777,10/28/23 9:06,0,0.9,no_judi_terms,0,0
R-qlSVSdea0,@todayis_russel2222,ihsg juga judi banyak judi saham goreng,bukan,strong_brand:sg,10/28/23 5:23,1,0.9,no_judi_terms,0,0
R-qlSVSdea0,@LuxEtClipp,nih buat lu yg udh keluarga tp masih main judi lanjutin aja smpai luarga lu ancurr bubar emg nyata iq kalian re dah,bukan,pattern_detected:judi,10/26/23 13:43,2,0.9,no_judi_terms,0,0
R-qlSVSdea0,@Faahme,invest saham bca maksud lembar kak harga saham bca se karang rp 8725 x 12000104700000 harus uang se gitu bisa akusisi bank bca dong kak,bukan,"pattern_detected:8725,12000104700000",10/26/23 9:53,0,0.9,no_judi_terms,0,0
